id,firstname,lastname,Random Integer,Random Float,Random Double
2738,Mady,Valerio,730,437.36,4224.2
2739,Miquela,Monaco,108,962.35,2502.5
2740,Jillayne,Deny,323,677.75,8981.1
2741,Sibella,Peg,978,713.42,8411.5
2742,Marleah,Malanie,369,401.34,5749.4
2743,Yetty,Merat,3,262.46,9356.2
2744,Leeanne,McAdams,244,221.07,8194.8
2745,Sallie,Carleen,378,265.29,1033.6
2746,Fina,Colbert,961,147.92,649.1
2747,Jenilee,Erb,941,647.1,3756
2748,Shauna,Merat,586,117.46,6111.3
2749,Caritta,Berl,699,202.27,8044.8
2750,Daphne,Marisa,743,3.05,743
2751,Dania,Amethist,824,68.18,3890
2752,Allyce,Bettine,95,491.52,4881
2753,Chrystel,Johnsson,547,501.81,3020.6
2754,Lynnea,Karl,821,923.69,8418.2
2755,Danika,Breed,594,327.92,4302
2756,Dale,Gladstone,367,598.03,4711
2757,Fredericka,Bebe,158,483.07,918.2
2758,Evaleen,Justinn,284,804.8,9608.7
2759,Rosanne,Shields,765,427.27,5695.1
2760,Ernesta,Fairweather,875,536.39,1585.1
2761,Elyssa,Carvey,923,140.89,8111.3
2762,Melisent,Thad,919,505.77,9870.8
2763,Jorry,Pettiford,370,560.72,3742.1
2764,Nicoli,Fitzsimmons,381,268.76,9654.4
2765,Modestia,Bigner,960,858.89,2141.9
2766,Kristan,Maribeth,738,665.15,22.7
2767,Brietta,Aaberg,677,420.03,3103.5
2768,Edee,Allina,548,765.81,604
2769,Farrah,Gordon,606,606.7,7595.2
2770,Flory,Wind,810,522.39,5920.9
2771,Bobbi,Madaih,509,416.75,5834.1
2772,Juliane,Aloise,927,221.49,3643.9
2773,Anthia,Brenn,102,22.3,2863.8
2774,Rochette,Bertold,421,195.5,5572.2
2775,Ermengarde,Sheedy,552,672.21,3743.7
2776,Dulcinea,Standing,98,120.41,8972.7
2777,Caryl,Baptlsta,338,863.31,1456.6
2778,Alyda,Roumell,809,894.14,162.7
2779,Tilly,Poll,405,660.87,7141.8
2780,Nariko,Girardo,727,501.34,880.9
2781,Ingrid,Judye,438,529.95,8472
2782,Candy,Turne,852,173.96,3205.2
2783,Minne,Sophronia,276,604.99,822.3
2784,Sybille,Bahr,112,851.37,4488
2785,Lizzie,Magdalen,903,881.16,9199.5
2786,Dorothy,Alisia,406,773.62,6884.6
2787,Rochette,Garrison,489,307.96,697.5
2788,Charmaine,Karl,908,364.42,7950.6
2789,Teddie,Ammann,234,705.84,4512
2790,Margalo,Arvo,988,928.37,6211.2
2791,Cyb,Atcliffe,965,985.09,4499
2792,Maye,Sawtelle,818,584.92,5651.6
2793,Dione,Alfons,738,986.5,6413.9
2794,Kristina,Dannye,3,683.6,4429.4
2795,Cristine,Si,830,23.19,8430.3
2796,Elyssa,Zamora,712,901.3,3183.5
2797,Ezmeralda,Nickola,363,297.17,1676.3
2798,Di,Arquit,647,25.55,8533.9
2799,Fernande,Wareing,207,474.69,3330.6
2800,Lonnie,Ovid,230,746.51,2048.2
2801,Dania,Jary,181,330.92,5918.1
2802,Ardys,Cleavland,834,962.6,1379.7
2803,Raquela,O'Carroll,602,323.97,1220.7
2804,Nicoli,Tippets,756,141.2,2073.9
2805,Tera,Delacourt,226,106.26,3568.4
2806,Chandra,Durante,485,315.54,8132.7
2807,Bibby,Johanna,624,277.63,9865.3
2808,Chickie,Sabella,599,475.34,2279.9
2809,Clementine,Liebermann,297,711.27,3486.4
2810,Brianna,Oster,860,582.48,3828.8
2811,Charissa,Brady,39,314.38,8990.4
2812,Keelia,Virgin,567,777,2073.5
2813,Wanda,Tyson,232,567.5,5420.6
2814,Raf,Selway,556,795.3,5636.2
2815,Madeleine,Dunkin,543,955.39,49.4
2816,Gale,Cleavland,876,232.29,1631.3
2817,Joane,Sothena,352,532.63,2775.1
2818,Deane,Agle,807,393.32,6790.6
2819,Celene,Bobbee,6,155.42,4095.7
2820,Myriam,Lytton,753,557.75,42.4
2821,Etta,Annabella,941,390.23,6802.4
2822,Glenda,Ardra,459,951.01,8117.1
2823,Mady,Sperling,387,105.41,3253.4
2824,Lynnea,Fosque,189,558.91,7769.4
2825,Tori,Agle,591,876.62,9729.9
2826,Hayley,Joseph,529,311.32,9876.3
2827,Annabela,Slifka,155,165.61,9001.3
2828,Minda,Glenden,921,296.12,9987.6
2829,Moyna,Nelsen,435,768.45,2951.4
2830,Robbi,Riordan,517,631.97,4628.3
2831,Chickie,Kenney,174,33.36,6187.5
2832,Raina,Ax,417,816.68,2321.2
2833,Brietta,Eno,567,703.92,1291.8
2834,Merry,Aprile,751,817.66,64.9
2835,Jinny,Ivens,584,745.26,6819.7
2836,Brandise,Jorgan,213,723.56,6278.8
2837,Sissy,Presber,970,168.57,7280.5
2838,Belinda,Cath,329,275.26,329.7
2839,Dede,Slifka,52,231.05,662.1
2840,Laure,Natica,71,357.37,9781.3
2841,Marylou,Nicoline,561,376.58,759.2
2842,Vita,Nelsen,835,659.06,2608.1
2843,Regina,Papageno,43,545.99,3865.4
2844,Melina,Slifka,60,257.37,5043.8
2845,Allis,Cavan,32,219.72,9387.3
2846,Anallese,Lytton,160,683.2,2758.1
2847,Candy,Corrine,193,989.22,8321.1
2848,Dominga,Noman,195,621.93,2887.2
2849,Ann-Marie,Suzetta,225,876.09,6827.7
2850,Theodora,Stacy,146,717.82,2375.9
2851,Chandra,Engdahl,672,929.67,4036.1
2852,Veda,Pacorro,787,748.91,1839.3
2853,Shannah,Muriel,888,971.48,98.9
2854,Lusa,Honoria,670,801.8,5206
2855,Carlie,Ralfston,428,518.91,2084.2
2856,Marline,Hortensia,819,762.37,3615.5
2857,Bettine,Mitzi,569,426.74,9247.6
2858,Lorne,Grosz,143,823.81,4340.8
2859,Aurore,Harl,606,325.1,280.3
2860,Regina,Jess,895,270.71,6301.8
2861,Gertrud,Anis,640,964.6,6748.9
2862,Gwyneth,Meli,376,160.95,4947.3
2863,Lulita,Kalinda,813,289.34,8604.7
2864,Ida,Hazlett,265,285.23,6131
2865,Rosaline,Boycey,88,92.39,2782
2866,Edyth,Pulsifer,145,699.04,2061.8
2867,Frank,Wenda,783,110.99,8534.2
2868,Beth,Zachary,187,280.95,1374.1
2869,Sybille,Carleen,175,190.69,1172.7
2870,Starla,Blake,553,492.5,2795.4
2871,Paola,Morehouse,862,487.34,911.6
2872,Kimmy,Eiser,604,394.48,5116.8
2873,Edith,Anis,846,500.82,7672.6
2874,Basia,Audly,950,456.6,6150.2
2875,Halette,Cleavland,399,750.53,4850.1
2876,Margalo,Carlson,703,473.87,530.2
2877,Jean,Orelee,91,416.53,7294.2
2878,Alejandra,Riva,238,89.77,4428.2
2879,Etta,Decato,186,428.28,3259.3
2880,Asia,Pernick,399,34.6,4815.5
2881,Fred,Lymann,381,219.45,7942.3
2882,Atlanta,Sinegold,916,420.71,4903
2883,Kayla,Fulmer,887,519.02,8687.6
2884,Roslyn,Juan,609,68.97,7150.7
2885,Sallie,Kylander,583,835.94,3571.7
2886,Roseline,Alabaster,434,110.75,9622.3
2887,Augustine,Konyn,183,344.02,1858
2888,June,Barbey,777,868.18,9441
2889,Veda,Weitman,961,766.89,9263.9
2890,Charlena,Linskey,217,27.75,6149.9
2891,Tierney,Bryna,256,602.7,3417.2
2892,Luci,Sholley,267,42.8,7931.2
2893,Keelia,Llovera,985,858.03,6232.4
2894,Marnia,Wyn,335,737.87,3085.7
2895,Lorie,Miru,559,188.23,8218.9
2896,Elise,Juliet,97,884.2,4684.9
2897,Kerrin,Vittoria,281,908.48,1300.7
2898,Starla,Gahl,748,445.47,2139.9
2899,Silvana,Raama,426,368.82,7911.7
2900,Kalina,Pernick,366,732.2,4930.3
2901,Kerrin,Niles,232,115.54,8705.3
2902,Tani,Alabaster,301,808.34,6605.1
2903,Mariele,Anderea,865,737.86,3150.6
2904,Elyssa,Couture,893,721.72,1530.3
2905,Georgina,Skurnik,699,390.87,15.5
2906,Lacie,Klotz,708,64.84,6198.1
2907,Rebeca,Hutchison,220,391.79,5249.4
2908,Clarice,Orelee,113,849.47,4683.9
2909,Tori,Pearse,736,429.91,7992.6
2910,Fanchon,My,489,426.53,4266.1
2911,Fanchon,Jess,489,802.61,8497.9
2912,Kathi,Emanuel,30,476.2,2545.4
2913,Dode,Ephrem,972,825.55,4595.6
2914,Aeriela,Nerita,417,296.63,5742.2
2915,Paule,Pelagias,984,484.73,2435.2
2916,Jasmina,Zachary,960,410.58,4698.8
2917,Shandie,Hewitt,465,528.52,9718
2918,Jolyn,Macey,45,995.34,1185.5
2919,Harmonia,Saint,640,805.98,5561.6
2920,Sean,Raseda,501,681.84,5473
2921,Fina,Fiann,382,670.49,5147.2
2922,Andeee,Pelagias,857,621.89,7823.2
2923,Sonni,Eugenia,854,852.45,3747.1
2924,Codie,Chapland,671,242.31,4007.3
2925,Philis,Schonfeld,252,26.79,527.5
2926,Katuscha,Guildroy,984,319,2059
2927,Meg,Adlare,212,120.06,3437.6
2928,Hermione,Nunci,965,848.84,4310.8
2929,Nyssa,Therine,156,194.07,8904.5
2930,Britte,Giff,142,581.52,6290.8
2931,Mariele,Rustice,437,138.03,5501.8
2932,Babita,Clie,920,311.24,8801.4
2933,Wileen,Louanna,851,960.55,6488.2
2934,Arabel,Bennie,689,761.89,726.1
2935,Fredericka,Audly,461,308.09,3697
2936,Ursulina,Bonucci,107,762.65,8077.6
2937,Lesly,Yusuk,651,809.62,9853
2938,Jacquetta,Ranjiv,312,648.72,398.6
2939,Pamella,Berne,412,865.37,9023.9
2940,Sybille,Maribeth,896,872.68,6850.2
2941,Maridel,Halsey,783,653.33,979.5
2942,Kirstin,Mintz,799,125.01,535.5
2943,Jemie,Magnolia,116,973,8966.3
2944,Sheree,Lumbard,386,177.18,3641.2
2945,Charlena,Henebry,143,860.71,4135.4
2946,Bill,Edmund,117,437.86,9318.2
2947,Lusa,Marcellus,997,807.6,8437.2
2948,Clary,Baylor,283,359.18,5134.2
2949,Merry,Argus,506,503.43,1884.6
2950,Emmey,Vharat,677,704.56,646.4
2951,Candi,Nadia,495,52.74,9877.9
2952,Codie,Lytton,130,632.48,9339.7
2953,Clary,Philoo,381,762.08,8466.2
2954,Belva,Suanne,688,935.19,3811.6
2955,Gabriellia,Lemuela,874,949.85,2750.1
2956,Goldie,Lynn,779,944.5,3581.9
2957,Alie,Donoghue,715,287.2,6400
2958,Lita,Bebe,152,172.82,662.6
2959,Vivia,Jagir,130,649.65,6664.9
2960,Neila,Georgy,899,957.51,8558.5
2961,Tobe,Rubie,580,653.24,6478.2
2962,Carmela,Capello,353,227.52,4245.5
2963,Fidelia,Bollay,216,62.6,3669.7
2964,Larine,Suanne,728,201.19,3292.8
2965,Kayla,Sawtelle,97,67.49,159.5
2966,Hildegaard,Francyne,623,567.93,9985.8
2967,Kayla,Colbert,399,466.33,3734.1
2968,Corly,Hewitt,876,723.77,8215.3
2969,Lusa,Burnside,122,931.57,9295.1
2970,Kimmy,Wind,251,169.83,572
2971,Lauryn,Santoro,807,651.58,8466.7
2972,Sandie,Bashemeth,148,922.93,4234.7
2973,Halette,Swanhildas,498,179.69,5102.7
2974,Donnie,Devlen,373,694.51,9172.5
2975,Addia,Reinke,12,245.08,4126.1
2976,Collen,Wooster,776,84.34,3903.3
2977,Bee,Peonir,141,211.46,7981.4
2978,Hermione,Vale,570,894.51,7447.9
2979,Cindelyn,Bearnard,39,228.92,1524.1
2980,Brietta,Hourigan,558,469.98,8072.4
2981,Bertine,Louanna,563,213.27,3933.2
2982,Phylis,Judye,369,353.25,6036.2
2983,Paola,Astra,573,963.22,8495.2
2984,Sharai,Goerke,790,207.64,605.5
2985,Amalie,Killigrew,332,289.6,3565.8
2986,Lynea,Peti,158,149.75,731
2987,Stephanie,Jotham,41,461.15,2440.2
2988,Alisha,Fillbert,723,36.65,3795.2
2989,Zaria,Jenness,662,773.13,3309.3
2990,Hyacinthe,Colbert,814,38.87,9893.1
2991,Imojean,Morrill,949,459.42,8235.9
2992,Chere,Elephus,907,343.17,1989.4
2993,Dennie,Ledah,318,363.99,6629.7
2994,Vanessa,Ellerey,661,311.24,6602.5
2995,Roslyn,Viddah,331,256.54,1236.9
2996,Dolli,Rese,94,856.27,4569.5
2997,Alie,Kaete,471,875.2,3929.8
2998,Lorie,Felizio,382,436.05,1259.2
2999,Laurene,Wenda,775,147.39,6565.6
3000,Starla,Ledah,758,468.12,2088.4
3001,Lisette,Travax,961,474.26,9972.3
3002,Shauna,Georgy,189,233.07,998.1
3003,Selia,Yorick,362,990.44,1850.7
3004,Anica,Auberbach,331,319.79,4738.4
3005,Cristine,Radu,360,862.23,6474.3
3006,Jasmina,Cyrie,276,762.34,6727.1
3007,Binny,Gilbertson,677,689.77,7373.8
3008,Charmaine,Riva,705,428.95,7974.4
3009,Elvira,Roumell,945,560.39,3474.1
3010,Ottilie,Vharat,844,869.13,8277.5
3011,Fidelia,Yusuk,161,890.83,9238.7
3012,Kelly,Daniele,224,111.19,5034.1
3013,Sara-Ann,Sammons,427,494.58,1456.9
3014,Gerianna,Lymann,808,682.29,1036.9
3015,Joleen,Sheedy,626,473.49,1244.1
3016,Dari,Koziara,822,339.39,6565.5
3017,Joleen,Orpah,258,500.13,7769.9
3018,Gretal,Tillford,297,678.59,6711
3019,Willetta,Chabot,970,87.39,4398.1
3020,Candi,Mendez,155,587.35,6516.1
3021,Mireielle,Zola,893,201.09,7270.5
3022,Patricia,Merriott,481,788.41,7704.4
3023,Katuscha,Carmena,909,677.32,2339.2
3024,Jordan,Sinegold,71,192.6,8631.9
3025,Tatiania,Emmaline,506,240.89,5823.6
3026,Sashenka,Truc,330,64.69,6562
3027,Yvonne,McNully,94,974.83,3527.4
3028,Flory,Rillings,917,603.8,7405.9
3029,Morganica,Madelene,369,521.23,2691.7
3030,Sean,Kamaria,752,818.37,3977.1
3031,Bertine,Rooney,943,956.97,580.3
3032,Viki,Borrell,330,996.29,5182.8
3033,Gabriellia,Korey,885,707.45,7382.4
3034,Dulcinea,Ogren,876,326.89,6061.4
3035,Jeanna,Kermit,584,244.44,9206.6
3036,Janey,My,290,591.52,6157
3037,Letizia,Belanger,957,576.91,1049.7
3038,Bernardine,Couture,923,609.6,6849.9
3039,Keelia,Noman,307,520.11,621.5
3040,Valli,Laurianne,733,358.75,3022.1
3041,Yvonne,Presber,440,413.79,1205.9
3042,Dione,Jacobah,557,816.32,422.9
3043,Dominga,Schwejda,624,914.5,6883.6
3044,Dacia,Viddah,878,881.82,3217.4
3045,Maridel,Lane,943,18.55,795.9
3046,Tami,Toor,641,839.74,1856.4
3047,Paola,Bow,525,176.97,8344.9
3048,Valera,Gaspard,429,872.25,1575.1
3049,Dagmar,Woodberry,821,486.35,7512.2
3050,Lusa,Dituri,489,104.42,497.7
3051,Leona,Dannye,62,786.29,5592.7
3052,Zia,Melleta,151,262.89,7462.3
3053,Calla,Delila,111,911.89,6704.8
3054,Ulrike,Imelida,754,389.79,7926.9
3055,Tani,Septima,402,734.89,8156.1
3056,Wanda,Melony,277,354.87,866
3057,Ermengarde,Emerson,59,454.05,2608.3
3058,Eugine,Maroney,957,168.08,8885.6
3059,Talya,Koehler,367,445.95,7751
3060,Sheelagh,Dorothy,728,346.16,8881.3
3061,Shaylyn,Thunell,324,422.87,357.3
3062,Mamie,Kristi,160,156.69,2113.3
3063,Cindelyn,Han,577,827.2,3533.3
3064,Ida,Richers,8,253.2,5506.3
3065,Courtnay,Chandler,571,91.27,3602.2
3066,Henriette,Pernick,119,86.57,5486.4
3067,Kerrin,Georgy,427,327.52,4401.6
3068,Mariann,Lenny,343,45.05,4749
3069,Moyna,Morgun,379,667.14,1838
3070,Wilma,Ricki,715,727.64,9489.9
3071,Pierette,Mendez,749,836.27,5624.9
3072,Cherilyn,Velick,72,621.17,6156
3073,Shaine,Khorma,340,740.93,9267.7
3074,Cindelyn,Diogenes,884,93.99,777.5
3075,Mignon,Anselmi,284,386.89,1876.6
3076,Nessie,Diogenes,255,587.55,3798.4
3077,Emelina,Sprage,52,399.05,1327.8
3078,Althea,Zola,354,11.63,3915
3079,Cissiee,Breed,607,568.15,2281.4
3080,Jenilee,Pauly,431,73.56,8890.6
3081,Kathi,Suk,647,427.38,4381.2
3082,Edith,Mallon,593,782.24,8037.8
3083,Jere,Si,823,984.2,8000.8
3084,Kenna,Anton,44,980.03,4714.9
3085,Sharlene,MacIntosh,386,712.03,2381.3
3086,Augustine,Hortensia,738,487.26,6178.5
3087,Sophia,Campball,365,973.51,9231.5
3088,Zondra,Daegal,412,712.37,7594.9
3089,Etta,Astra,43,455.39,2206.9
3090,Katuscha,Chaing,140,288.04,2151.2
3091,Cordi,Corilla,370,554.4,9701.5
3092,Harmonia,Dom,712,107.79,1580.8
3093,Viki,Bendick,241,685.85,4926.1
3094,Chrystel,Scammon,108,218.26,7547.1
3095,Lolita,Gale,950,548.46,212.1
3096,Melodie,Bethany,671,453.45,6590.5
3097,Sharai,Weitman,315,576.29,4137.2
3098,Kylynn,Iphlgenia,477,630.58,3430.5
3099,Clo,Corabella,552,965.16,696.4
3100,Aurore,Muriel,670,207.98,3416.6
3101,Jerry,Natica,446,590.31,437.5
3102,Helsa,Gusella,909,688.54,2530.5
3103,Lenna,Fennessy,120,706.77,6535.3
3104,Estell,Mehalek,415,636.22,3675.7
3105,Priscilla,Billye,57,532.53,8083.3
3106,Tina,Liebermann,912,862.1,4088
3107,Ronna,Francene,441,644.04,5828.2
3108,Sibella,Primalia,369,896.41,4248
3109,Dania,Kaja,218,600.83,6028.4
3110,Kara-Lynn,Modie,105,872.43,3747.4
3111,Augustine,Pond,964,549.17,716.1
3112,Maud,Corilla,110,516.81,2505
3113,Frances,Constancy,494,869.83,5831.8
3114,Kenna,Wittie,484,748.04,2819.8
3115,Gabi,Kannry,982,339.24,1222.9
3116,Willetta,Francene,789,167.79,1753.6
3117,Trudie,Goode,479,171.84,3227.2
3118,Laure,Malvino,277,147.67,7792.2
3119,Leeanne,Tjon,914,882.64,9773.2
3120,Clementine,Whiffen,408,818.5,3487.9
3121,Eolanda,Eachern,390,380.93,702.8
3122,Angelique,Tryck,562,612.98,2876.7
3123,Steffane,Jerold,500,561.47,6207.1
3124,Marinna,Reidar,79,62.21,5483.7
3125,Annabela,Anselmi,440,396.45,792.7
3126,Viviene,Orlene,801,482.97,8146.2
3127,Vevay,Stover,915,71.98,2757.4
3128,Tarra,Neils,400,88.2,3018.2
3129,Miquela,Granoff,242,101.46,6886.8
3130,Aili,Brodench,869,920.8,6241.6
3131,Rhea,Love,645,411.7,4803.6
3132,Karina,Marijo,735,626.61,7376.8
3133,Jean,Capello,203,459.91,1267.3
3134,Meg,Mata,218,865.75,5030.4
3135,Nessie,Etom,60,857.38,6858.9
3136,Binny,Joli,951,460.79,1590.5
3137,Phylis,Khorma,618,215.08,7177.2
3138,Kassey,Chabot,110,21.77,5007.5
3139,Paola,Dalli,579,91.25,4266.4
3140,Oralee,Orelee,653,534.41,3320
3141,Codie,Rosette,893,455.47,253
3142,Lila,Sikorski,104,659.99,1995.2
3143,Kenna,Roarke,474,17.9,3339.7
3144,Justinn,Gregrory,262,202.98,5991.4
3145,Damaris,Destinee,141,494.78,8517.9
3146,Carilyn,Bonilla,165,594.15,8676.9
3147,Rhoda,Rooney,349,351.01,7001.1
3148,Shel,Hoban,122,249.72,8285.9
3149,Candi,Wenoa,493,670.81,6146.2
3150,Roxane,Zetta,486,40.45,8791.2
3151,Claresta,Gwenore,452,653.91,8759.3
3152,Myriam,Ciro,907,727.43,8255.2
3153,Alejandra,Yam,771,317.65,7542.6
3154,Verla,Donell,894,533.95,8559.2
3155,Valli,Monk,545,661.67,714
3156,Vonny,Mullane,836,682.56,2157.2
3157,Wileen,Nicoline,731,672.13,7541.1
3158,Steffane,Knowling,305,757.86,2117
3159,Georgina,Dyche,766,547.62,3065.5
3160,Madalyn,Dannye,824,1000.31,174.1
3161,Laure,Dahlia,54,382.7,1838.7
3162,Grier,Saint,662,358.29,2809.1
3163,Meg,Sibyls,160,294.94,4904.4
3164,Sibella,Schwejda,540,183.03,6988
3165,Shaylyn,Noelyn,10,355.56,8477.2
3166,Veda,Fitzsimmons,474,667.01,781.3
3167,Roberta,Jess,159,931.35,3572.3
3168,Mara,Syd,716,216.02,5287.7
3169,Donnie,Gwenore,140,296.76,2172.4
3170,Mathilda,Iaverne,49,936.49,1766.2
3171,Brandise,Florina,16,850.79,9535.4
3172,Doralynne,Remmer,882,274.75,133
3173,Kara-Lynn,Maroney,283,848,4665.1
3174,Ezmeralda,Stilwell,870,388.38,2228
3175,Sarette,Braun,602,259.4,9221.2
3176,Judy,Westphal,585,898.71,4509.8
3177,Shandie,Maxi,876,874.4,3938.3
3178,Henriette,Bergman,708,142.7,7539.5
3179,Darci,Annice,254,810.1,8809.6
3180,Jinny,Lacombe,845,350.12,9975.3
3181,Fayre,Edee,743,796.03,4013.7
3182,Joleen,Nelsen,155,244.27,2283.8
3183,Hildegaard,Gino,30,833.73,9479.4
3184,Korrie,Fleeta,384,347.28,3568.3
3185,Lelah,Madelene,537,251.57,1416.5
3186,Rayna,Dowski,89,253.21,7388.6
3187,Violet,Fry,546,736.64,7292.2
3188,Stacey,Ardra,12,184.08,3002.2
3189,Basia,Buckler,695,823.47,627.2
3190,Karlee,Camden,575,683.74,9291.2
3191,Sissy,Dichy,582,296.13,3321.3
3192,Nyssa,Wyn,299,42.11,3805.6
3193,Petronia,Moina,16,994.59,1999.7
3194,Darlleen,Waite,497,937.16,7952.6
3195,Gloria,Marijo,831,588.56,1719.5
3196,Cacilie,Vorster,836,621.38,9384.8
3197,Brynna,Hermes,616,167.49,5229
3198,Tersina,Andrel,788,986.89,24.7
3199,Jobi,Meter,446,113.65,5350.9
3200,Angela,Carri,893,264.98,8652.8
3201,Beverley,Gualtiero,922,813.49,982
3202,Larine,Lasley,897,607.04,9759.7
3203,Elka,Gladstone,775,36.18,9314.9
3204,Jeanna,Ammann,433,518.97,6110.8
3205,Carol-Jean,Bonucci,454,222.11,9206.7
3206,Daphne,Grobe,536,841.6,78.4
3207,Layla,Morehouse,158,405.5,10000.4
3208,Marleah,Katrine,398,109.8,568.4
3209,Kaja,Salvidor,773,470.96,7276.2
3210,Lusa,Desai,151,364.16,8201.3
3211,Beatriz,Candy,183,646.41,3046.1
3212,Beth,Voletta,395,627.47,2364.7
3213,Helena,Brackely,547,139.45,1972.1
3214,Henriette,Karna,75,4.2,6169.1
3215,Tersina,Hathaway,149,530.24,5121.7
3216,Willetta,Eckblad,310,50.82,6389.9
3217,Caressa,Magdalen,265,586.3,7627.6
3218,Raquela,Ulphia,79,827.3,3737.8
3219,Sonni,Masao,541,683.09,1829.6
3220,Genevra,Stanwood,777,459.79,4473.5
3221,Maye,Oscar,775,545.06,7866.8
3222,Oona,Lilybelle,874,499.51,6718.1
3223,Edee,Uund,897,161.18,9195
3224,Laurene,Fontana,888,722.59,294.5
3225,Nelle,Lemuela,213,185.42,5123.8
3226,Adelle,Milson,395,391.16,8013.8
3227,Etta,Ahab,432,987.74,376.4
3228,Claudina,Anis,355,444.7,1524.9
3229,Vinita,Roscoe,415,547.61,3137.9
3230,Odessa,Dudley,144,646.05,5488.8
3231,Krystle,Barrus,800,240.93,1392.9
3232,Rani,Hirsch,391,965.2,3290.1
3233,Cissiee,Oster,225,49.63,8115.2
3234,Gusella,Ciro,58,232.03,3886.7
3235,Suzette,Tybald,806,213,702.6
3236,Olivette,Stevy,492,8.26,391.9
3237,Layla,Terencio,653,93.56,2409
3238,Louella,Codding,365,905.18,809
3239,Kayla,Ricki,591,421.96,108.9
3240,Ulrike,Reinke,292,106,1584.9
3241,Alexine,Means,627,700.04,8711.5
3242,Fidelia,Vorster,550,15.72,258.8
3243,Joelly,Chem,906,544.23,8897
3244,Adriana,Nunci,147,29.26,4845.4
3245,Selma,Florina,133,118.33,9490
3246,Kalina,Merell,686,188.29,2728.5
3247,Jinny,Guildroy,302,579.5,127.3
3248,Roxane,Peti,780,470.52,3794.6
3249,Sissy,Oscar,60,251.77,7443.9
3250,Tressa,Talia,384,173.48,6009.8
3251,Veda,Genna,565,383.01,9332.4
3252,Inga,Marlie,652,391,9684.1
3253,Arlena,Pillsbury,639,175.63,8488.3
3254,Orsola,Marsden,805,664.01,5416.6
3255,Rhoda,Gaspard,868,280.91,8153.6
3256,Roz,Artie,222,540.02,861
3257,Dode,Frodi,597,647.59,9593.2
3258,Dorthy,Couture,763,537.81,2015.6
3259,Fernande,Pond,264,773.42,5477.8
3260,Neila,Ursulette,291,835.53,6430.4
3261,Sibella,Pulsifer,751,303.12,4886.1
3262,Danika,Stefa,455,806.75,6346.2
3263,Brianna,Tacye,615,86.81,695.1
3264,Chere,Tatianas,614,544.96,5457
3265,Kirstin,Zitvaa,649,226.13,876.6
3266,Nickie,Jenness,11,135.23,9350.2
3267,Evita,Suk,218,247.67,9187.5
3268,Lucy,Ivens,539,486.34,6708
3269,Marita,Garek,243,157.25,9353.8
3270,Di,Astra,964,34.46,5809.9
3271,Alleen,Dalli,511,856.08,2934
3272,Viki,Amadas,158,485.04,4950.7
3273,Adriana,Isidore,177,513.71,4659.9
3274,Bobbi,Gibbeon,273,938.99,6616.6
3275,Marguerite,Glenden,448,949.98,5469
3276,Annice,Erich,222,34.32,1698.1
3277,Cassondra,Giule,841,920.3,5915
3278,Josephine,Gavrila,336,801.03,6764.4
3279,Steffane,Francene,943,475.69,1985.7
3280,Aurelie,Holbrook,271,579.25,3003
3281,Perry,Dreda,570,34.76,3267.6
3282,Pearline,Othilia,619,30.51,3644.4
3283,Rosaline,Bronk,766,371.73,9184.2
3284,Merci,Pattin,334,424.77,5783.5
3285,Jerry,Muriel,428,980.44,5528.2
3286,Monika,Flita,386,521.02,2703.6
3287,Blinni,McCutcheon,311,338.16,3373.8
3288,Annaliese,Bivins,481,435.95,9210.2
3289,Angelique,Wadell,795,61.93,102.1
3290,Maisey,Laurianne,371,365.22,6698.4
3291,Catharine,Mauer,661,484.55,9197.2
3292,Sue,Yorick,658,28.02,9562
3293,Deirdre,Roumell,210,857.85,8466.1
3294,Phylis,Moseley,929,410.47,3689.8
3295,Talya,Brackely,644,859.52,6605.3
3296,Charmaine,Manolo,565,271.97,6878.1
3297,Dawn,Valerio,684,695.48,6693.3
3298,Meriel,Old,201,165.48,8947.9
3299,Ernesta,Roumell,625,234.85,2466.4
3300,Madeleine,Nadia,597,636.98,505.5
3301,Cherrita,Emmy,734,20.96,7669.3
3302,Concettina,Carolin,997,492.38,4094.1
3303,Alyssa,Hutchison,921,404.47,8286.5
3304,Libbie,Lauraine,703,885.67,5566.2
3305,Jacenta,Kesley,155,620.87,3529.4
3306,Alia,Natica,547,124.74,8268
3307,Marcelline,McNully,837,76.28,5295.7
3308,Trixi,Suzetta,311,372.01,4646.1
3309,Rosaline,Brodench,166,525.65,2607.3
3310,Darlleen,Pauly,122,215.86,7141.4
3311,Ayn,Sheng,191,352.03,8118.2
3312,Harmonia,Eliathas,591,293.11,5240.8
3313,Caressa,Beebe,714,992.69,2706.7
3314,Carilyn,Skell,919,845.41,5570.2
3315,Sophia,Rhu,147,712.66,3616.6
3316,Correy,Juan,159,510.35,401.8
3317,Lorenza,Damarra,795,204.51,3577.6
3318,Chere,Germann,42,453.56,4940.5
3319,Vita,Hazlett,981,686.54,4653.4
3320,Siana,Idelia,4,95.39,10.7
3321,Emma,Wareing,269,374.89,8702.5
3322,Andeee,Gavrila,767,785.19,9434.5
3323,Zondra,Sacken,324,441.28,7176.3
3324,Amalie,Gino,588,175.4,8795
3325,Cordi,O'Neill,929,99.83,5651.5
3326,Alex,Revkah,710,831.63,3617.5
3327,Celene,Noam,582,222.53,3435.1
3328,Lesly,Maiah,617,174.76,1326.5
